,Sumber,Judul Berita,Label
51,Kompas.com,"Hardiknas 2020, ITB Luncurkan LMS ""Edunex"" untuk Dukung Kuliah Daring",Positif
52,Kompas.com,Ingin Belajar di Rumah Lebih Optimal? Ini 6 Tips bagi Siswa,Positif
53,Kompas.com,Pemerintah Diminta Gratiskan Internet untuk Pembelajaran Daring,Negatif
54,Kompas.com,Pemerintah Diminta Segera Tetapkan Kurikulum Pembelajaran Jarak Jauh,Negatif
55,Kompas.com,"KPAI Terima 213 Pengaduan Pembelajaran Jarak Jauh, Mayoritas Keluhkan Beratnya Tugas dari Guru",Negatif
56,Kompas.com,Cerita Guru Sekolah Cikal Terapkan Pembelajaran Daring Penuh Antusias,Positif
57,Kompas.com,"Anak Stres Belajar di Rumah? Ini Tips dari ""Sekolah Lawan Corona""",Negatif
58,Detik.com,Kantor Pemerintahan WFH-Sekolah Daring Selama KTT ASEAN,Positif
59,Detik.com,Wali Kota Eri: Pelajar-Pekerja Surabaya WFH Saat Puncak Harlah 1 Abad NU,Positif
60,Detik.com,Sekolah di Kuta dan Kuta Selatan Siap Belajar Daring Saat G20,Positif
61,Detik.com,Perkantoran di Kuta dan Denpasar Selatan Terapkan WFH Selama KTT G20,Positif
62,Detik.com,Polemik Aturan Siswa Pekanbaru Boleh Ikut PTM Harus Vaksin Dulu,Negatif
63,Detik.com,"Tak Punya HP, Siswi MTs di Cianjur Putus Sekolah Tak Bisa Ikuti PJJ",Negatif
64,Detik.com,"24 Siswa SMAN 1 Tuban Positif COVID-19, Proses Belajar Kembali Daring",Negatif
65,Detik.com,"Guru Positif COVID-19, PTM di SDN Kebonsari Kota Pasuruan Dihentikan",Negatif
66,Detik.com,"9 Siswa Positif COVID-19, SMK Swasta di Kota Blitar Belajar Daring 2 Pekan",Positif
67,Detik.com,"21 Siswa SMAN 1 Bawang Banjarnegara Reaktif Corona, PTM Disetop",Positif
68,Detik.com,Siswa 2 SD di Lamongan Terpaksa Belajar Daring Karena Kelas Terendam Banjir,Positif
69,Detik.com,"Sekolah MAN Kota Pasuruan Kebakaran, Siswa Belajar Daring",Positif
70,Detik.com,"Sidak PTM, Bupati Cianjur Temukan Siswa Kelas 4 SD Belum Bisa Baca",Negatif
71,Detik.com,10 Provinsi dengan Akses Internet Tertinggi & Terendah untuk Belajar Online,Negatif
72,Detik.com,UNICEF: Banyak Siswa Harus Berbagi Smartphone demi Belajar Daring,Negatif
73,Detik.com,"Siswa di RI Sulit Sekolah Daring, UNICEF Rilis 16 Rekomendasi Belajar",Negatif
74,Detik.com,Ortu Siswa Harap PTM Terus Dilanjutkan: Belajar Daring Banyak Kendala,Negatif
75,Detik.com,Warung Kopi di Atas Bukit Ini Sediakan Wifi Gratis Buat Pelajar,Positif
76,Detik.com,"Imbas PJJ, Kadisdik Kuningan: Ada Siswa Belum Bisa Baca-Tulis",Negatif
77,Detik.com,"Setahun Pandemi, SD Di Solo Masih Pakai HT untuk Belajar",Negatif
78,Detik.com,"Asyik, Kuota Belajar Akan Cair Bulan Depan",Positif
79,Detik.com,"59 Desa di Cianjur Blank Spot, Siswa Kesulitan Sekolah Daring",Negatif
80,Detik.com,"Tahun Ajaran Baru, Pelajar Kembali Belajar Secara Daring",Negatif
81,Detik.com,"Bantuan Kuota Internet Belajar Online Disetop, Pemprov Jatim Surati Mendikbud",Negatif
82,Detik.com,Mahasiswa UNY Gagas Relawan untuk Bantu Siswa yang Kesulitan Belajar,Positif
83,Detik.com,Aliansi Pelajar Surabaya Tolak Belajar Daring,Negatif
84,Detik.com,"Jika Surabaya Tunda Pembelajaran Tatap Muka, Belajar Daring Harus Inovatif",Positif
85,Detik.com,300 Pelajar di Lebak Putus Sekolah Gegara Tak Kuat Belajar Daring,Negatif
86,Detik.com,"Manfaatkan Waktu Luang, Pelajar Bandung Ubah Kayu Bekas Jadi Kerajinan",Positif
87,Detik.com,"BRI Beri Tips Belajar Mengajar Daring Menyenangkan, Seperti Apa?",Positif
88,Detik.com,Rumah Pintar Jadi Solusi Belajar Anak-anak di Desa Sulit Sinyal Internet,Positif
89,Detik.com,Mahasiswa UK Petra Bikin Aplikasi Atur Durasi Anak Nge-game Saat Daring,Positif
90,Detik.com,"Sekolah Tatap Muka di Depan Mata, Siswa Senang Tapi Malas Bangun Pagi",Negatif
91,Detik.com,Guru SD dan SMP di Surabaya Mulai Gelar Belajar Daring dari Sekolah,Positif
92,Detik.com,Internet Gratis untuk Siswa Belajar Daring,Positif
93,Detik.com,Belajar dalam Serba Keterbatasan,Negatif
94,Detik.com,"Bantu Siswa Belajar Daring, Pengusaha Muda ini Bikin Konten Membatik",Positif
95,Detik.com,Yayasan Kemala Bhayangkari Salurkan 542 Laptop untuk Siswa Belajar Daring,Positif
96,Detik.com,Kemdikbud hingga TVRI Disomasi Karena Tayangkan Film Tanpa Izin,Negatif
97,Detik.com,PKS DKI Soroti Raperda Corona Tak Muat soal Proses Belajar Saat Pandemi,Negatif
98,Detik.com,Pelajari Tata Surya Lebih Mudah dengan Aplikasi Tiga Dimensi,Positif
99,Detik.com,Cara Berkomunikasi Efektif dengan Anak Selama Pandemi COVID-19,Positif
100,Detik.com,"Angka Pernikahan Dini Naik 2 Kali Lipat di Ponorogo, Gegara Belajar Daring?",Negatif
101,Detik.com,"Polda Papua Datangi Pulau Kosong, Ajar Siswa karena Tak Bisa Belajar Daring",Negatif
102,Detik.com,"Sebelum Pasang WiFi Gratis, Pemkab Malang Pastikan Ketersediaan Sinyal",Positif
103,Detik.com,Pelajar Harus Tahu! Ini 4 Tips Belajar Efektif dan Fokus dari Rumah,Positif
104,Detik.com,"Gegara Ada Logo PDIP, SBO TV Setop Live Belajar Daring",Negatif
105,Detik.com,"Sila Ke-4 Pancasila Jadi Logo PDIP Saat Belajar Daring, Dispendik Minta Maaf",Negatif
106,Detik.com,Ratusan Ribu Kartu Perdana untuk Belajar Daring Didistribusikan di Jatim,Positif
107,Detik.com,"Siswa dan Guru di Surabaya Dapat Kuota Internet Gratis, Segera Input No HP",Positif
108,Detik.com,"Pemprov Jabar Akan Bagikan 3,2 Juta Kartu Kuota 10 GB Gratis untuk Pelajar",Positif
109,Detik.com,"Mobil Internet Bergerak, Solusi Belajar Daring bagi Siswa di Pelosok",Positif
110,Detik.com,"Susah Sinyal, Pelajar di Polman Tempuh 1 Km ke Bukit untuk Belajar Online",Negatif
111,Detik.com,Nadiem Makarim Bicara Risiko Menyeramkan Pembelajaran Jarak Jauh,Negatif
112,Detik.com,Emak-emak Demo Dinas Pendidikan Jombang Tuntut Belajar Tatap Muka,Negatif
113,Detik.com,"Kuota Internet Gratis 1,3 Juta Siswa SMA/SMK di Jatim Diberikan September",Positif
114,Detik.com,Gubernur Sumsel Kumpulkan Provider Atasi Masalah Sinyal Belajar Daring,Negatif
115,Detik.com,Markas TNI di Polman 'Diserbu' Anak-anak yang Belajar Secara Daring,Positif
116,Detik.com,Asyek .. Siswa di 9 SMPN Kota Blitar Dapat Bantuan Kuota Internet,Positif
117,Detik.com,"Dukung Siswa Belajar Online, Pemkab Aceh Tamiang Pasang WiFi Gratis di Masjid",Positif
118,Detik.com,TNI Lamongan Sediakan WiFi Gratis Dukung Belajar Daring,Positif
119,Detik.com,"Gegara Pendidikan Daring, MPR: 30% dari 86 Juta Siswa Belum Aman",Negatif
120,Detik.com,Asyik! Ada Wi-Fi Gratis Nih Bagi Anak Sekolah di Cipete,Positif
121,Detik.com,FX Rudy Akan Bagi-bagi Smartphone Gratis ke Siswa Miskin di Solo,Positif
122,Detik.com,Siswi SD Ini Bawakan Nasi Jagung untuk Ganjar & Curhat Soal Banyak PR,Negatif
123,Detik.com,Mako Brimob di Ambon Sediakan Wifi Gratis untuk Pelajar di Tengah Pandemi,Positif
124,Detik.com,Kisah Seorang Siswa SD Rela Pungut Cengkeh Demi Kuota Internet,Negatif
125,Detik.com,Iklan Pornografi yang Viral Gegara Nyelip di Situs Belajar Daring,Negatif
126,Liputan6.com,"Asynchronous adalah Model Pembelajaran Daring, Kenali Kelebihan dan Kekurangannya",Positif
127,Liputan6.com,Tangis Bapak Pencuri Ponsel untuk Belajar Daring Anak Pecah Usai Diputus Bebas,Negatif
128,Liputan6.com,"Cerita Miris Guru di NTT, Rela Panggul Siswa demi Dapat Sinyal Saat Belajar Online",Negatif
129,Liputan6.com,Studi: 7 dari 10 Anak Mengaku Jarang Belajar Selama Pandemi COVID-19,Negatif
130,Liputan6.com,"Jenuh Belajar di Rumah, Siswa MAN di Gorontalo Antusias Ikut Vaksinasi Covid-19",Negatif
131,Liputan6.com,Universitas Indonesia Luncurkan Platform Pembelajaran Online Makara UI Academy,Positif
132,Liputan6.com,Guru Melek Teknologi dengan Workshop Virtual Pembuatan Media Pembelajaran Daring,Positif
133,Liputan6.com,"Belajar Daring, Siswa di Pedalaman Ende Terpaksa Masuk Hutan demi Sinyal",Negatif
134,Liputan6.com,"Meski Belajar Secara Daring, Danny Berharap Siswa-Siswi di Makassar Tetap Semangat",Positif
135,Liputan6.com,"Puluhan Pelajar Tak Naik Kelas, Disdik Sumsel: Jangan Jadikan Covid-19 Kambing Hitam",Positif
136,Liputan6.com,"Viral Guru Tuliskan Materi Pelajaran Di Lantai, Aksinya Bikin Salut",Positif
137,Liputan6.com,Kemendikbudristek Sebut Tak Semua Siswa Bisa Maksimal Belajar Daring,Negatif
138,Liputan6.com,SOS Children's Villages Bantu Pembelajaran Jarak Jauh dengan Komputer dan Internet,Positif
139,Liputan6.com,Saat Siswa-Siswa di Halmahera Harus Ujian di Bawah Pohon Kelapa,Negatif
140,Liputan6.com,"Ada 52 Titik Tanpa Sinyal, Pemkab Lebak Siapkan Belajar Tatap Muka",Positif
141,Liputan6.com,"Dampak Covid-19 untuk Siswa SMA di Gorontalo, Pergaulan Bebas hingga Menikah Dini",Negatif
142,Liputan6.com,"Belajar Daring Jadi Tantangan saat Pandemi, Ini Bisa Jadi Solusi",Positif
143,Liputan6.com,Simak 3 Tips Jaga Keamanan Digital Anak Saat Menjelajahi Dunia Maya,Positif
144,Liputan6.com,"Catat, 5 Cara Lindungi Mata Anak Selama Belajar Daring",Positif
145,Liputan6.com,"Jenuh Belajar Daring, Siswa SD di Garut 'Hijrah' Jadi Pengamen Boneka",Negatif
146,Liputan6.com,Siswa di Kota Madiun Masih Harus Betah Belajar dari Rumah,Negatif
147,Liputan6.com,"Masih Zona Merah Covid-19, Belajar Daring di Palembang Kembali Diperpanjang",Positif
148,Liputan6.com,5 Tips Bikin Suasana Belajar Online yang Menyenangkan di Rumah,Positif
149,Liputan6.com,"Agar Tak Bosan, Viral Aksi Siswa Nge-Rap Pakai Materi Pelajaran Sejarah",Positif
150,Liputan6.com,"Gunakan Pakaian Adat Saat Mengajar Secara Daring, Guru Ini Curi Perhatian Warganet",Positif
151,Liputan6.com,Pro Kontra Belajar Tatap Muka Saat Pendemi Covid-19 di Riau,Positif
152,Liputan6.com,"Penerima Bantuan Paket Kuota Internet dari Kemendikbud Meningkat Hingga 37,5 Juta",Positif
153,Liputan6.com,Anak Harus Tetap Dibiasakan Menulis dengan Tangan meski Belajar Daring,Positif
154,Liputan6.com,Cerita Siswa SMP yang Nilainya Kosong Selama 1 Semester karena Tak Punya Gawai,Negatif
155,Liputan6.com,"Cara Efektif Belajar Daring di Masa Pandemi Covid-19, Ini Saran Kak Seto",Positif
156,Liputan6.com,"Satu-satunya Siswa yang Tak Punya Ponsel, Agung Terpaksa Ujian Tatap Muka di Sekolah",Negatif
157,Liputan6.com,"Zona Hijau Covid-19, Siswa SD dan SMP di Talaud Mulai Belajar di Sekolah",Positif
158,Liputan6.com,"Bantu Siswa Kurang Mampu Belajar Daring, Gubernur Sulut Gelontorkan Miliaran Rupiah",Positif
159,Liputan6.com,Aplikasi Gratis Merdeka Belajar Sebagai Wujud Bakti untuk Negeri,Positif
160,Liputan6.com,Wi-Fi Gratis Ditpolairud Sulut untuk Siswa di Pesisir Pantai Kota Bitung,Positif
161,Liputan6.com,Deretan Fakta Terkait Belajar Online Sebabkan Anak SD Meninggal Dunia,Negatif
162,Liputan6.com,Guru Minta Maaf Terkait Muncul Logo PDIP saat Belajar Daring,Negatif
163,Liputan6.com,Bagi-Bagi Kuota Internet 10 GB Rp10 untuk 25 Ribu Pelajar di Kota Kupang,Positif
164,Liputan6.com,Cara Telkomsel Penuhi Kebutuhan Jaringan Internet Belajar Daring di Sumsel,Positif
165,Liputan6.com,Semangat Bocah Difabel di NTT Belajar Bersama Guru Berhati Mulia,Positif
166,Liputan6.com,Belajar Daring Lewat Radio Diterapkan di Musi Banyuasin Selama Pandemi Covid-19,Positif
167,Liputan6.com,Pelajar di Sumsel Segera Terima Paket Internet Gratis Selama Belajar Daring di Rumah,Positif
168,Liputan6.com,"Nasib Siswa di Kota Bogor, 5 Bulan Bolos Belajar Daring karena Tak Miliki HP",Negatif
169,Liputan6.com,Gus Jazil: Pendidikan Jarak Jauh Tidak Bisa Mengajarkan Adab dan Sopan Santun,Negatif
170,Liputan6.com,SMRC: 92 Persen Siswa Merasa Pembelajaran Daring Banyak Masalah,Negatif
171,Liputan6.com,"Kisah Nelangsa Novi, Pelajar Cerdas Gunungkidul yang Terpaksa Pinjam Ponsel di Konter",Negatif
172,Liputan6.com,Pemkab Trenggalek Kenalkan Metode Belajar Bauran di Tengah COVID-19,Positif
173,Liputan6.com,"Kurangi Beban Siswa, SMA di Sidoarjo Ini Bagikan Kuota Internet Gratis",Positif
174,Liputan6.com,"SMP di Kota Kupang Mulai Belajar Tatap Muka, Begini Sistemnya",Positif
175,Liputan6.com,"Cara Siswa demi Belajar Daring, Pakai HT hingga Cari Sinyal di Pemakaman",Negatif
176,Liputan6.com,"BisOn, Fasilitas Belajar Daring Gratis bagi Siswa dari Undika Surabaya",Positif
177,Liputan6.com,"Kisah Pemilik Toko Listrik di Bandung, Sediakan Wifi Gratis Bantu Siswa Belajar Daring",Positif
178,Liputan6.com,Ratusan RW di Kota Tangerang Difasilitasi Internet Gratis untuk Belajar Daring,Positif
179,Liputan6.com,Langkah Siswa Berkebutuhan Khusus di NTT Terseok-seok Ikuti Belajar Daring,Positif
180,Liputan6.com,"Tak Ada Jaringan Internet, Pelajar di NTT Sekolah Tatap Muka di Bawah Pohon",Negatif
181,Liputan6.com,Keterbatasan Memaksa Siswa di Bangkalan Belajar di Kantor Polisi,Negatif
182,Liputan6.com,"Belajar Daring, Pelajar Manfaatkan Wifi Pendopo Kecamatan Tambaksari Surabaya",Positif
183,Liputan6.com,"Miris, Ayah di Garut Nekat Curi HP agar Anaknya Bisa Belajar Online",Negatif
184,Liputan6.com,"Tak Mampu Beli HP, Pelajar SMP di Pedalaman Siak Cari Tumpangan untuk Belajar Online",Negatif
185,Liputan6.com,Perjuangan Pelajar di Agam Mendaki Bukit demi Dapat Sinyal untuk Sekolah,Negatif
186,Liputan6.com,Cek Fakta: Hoaks Foto Siswi Pilih Bunuh Diri karena Tak Punya Ponsel untuk Belajar Daring,Negatif
187,Liputan6.com,Top 3 Surabaya: DPRD Minta Dana BOS untuk Biayai Belajar Daring,Negatif
188,Liputan6.com,DPRD Surabaya Minta Dana BOS untuk Biayai Belajar Daring,Negatif
189,Liputan6.com,"Belajar Online Bikin Kurang Gerak, Ortu Perlu Ajarkan Anak Gaya Hidup Aktif",Positif
190,Liputan6.com,Warkop Pitulikur Surabaya Fasilitasi Siswa Belajar Daring Siang hingga Malam,Positif
191,Liputan6.com,"Ada 1.300 Titik Tak Terjangkau Internet, Belajar Daring di Jabar Terhambat",Negatif
192,Liputan6.com,Pemprov DKI Pastikan Pembelajaran Tahun Ajaran Baru Masih Secara Daring,Positif
193,Liputan6.com,"Agar Belajar Online Tetap Efektif, Ini 6 Tips dari Gugus Tugas",Positif
194,Liputan6.com,Kemendikbud: Belajar Online Masih Ada Sedikit Kekurangan,Negatif
195,Liputan6.com,"Tahun Ajaran Baru di Jabar, Siswa Masih Belajar Secara Daring",Positif
196,Liputan6.com,Mendikbud: Guru Penentu Kualitas Pembelajaran Daring di Tengah Pandemi Covid-19,Positif
197,Liputan6.com,"New Normal Sekolah, LPAI: Perlu Modifikasi Teknik Belajar Mengajar",Positif
198,Liputan6.com,Kisah Kiswanto Ajari Siswa di Desa Transmigrasi Jambi Bermodal Sinyal Pas-pasan,Negatif
199,Liputan6.com,3 Tokoh Peduli Pendidikan Ini Berbagi Cara Belajar Daring yang Seru dan Efektif,Positif
